GeneName,FoldChange,Pvalue,Padj
TPX2 microtubule nucleation factor,4.484484588,2.30E-31,1.22E-29
SRY-box transcription factor 12,2.615004387,2.55E-31,1.35E-29
sorting nexin 10,-3.589065167,2.57E-31,1.36E-29
melanin concentrating hormone receptor 1,-5.87950397,2.68E-31,1.42E-29
CDGSH iron sulfur domain 3,-3.0150479,3.17E-31,1.67E-29
early growth response 4,-8.165785578,3.21E-31,1.69E-29
long intergenic non-protein coding RNA 1007,-12.82358739,3.54E-31,1.86E-29
tripartite motif containing 67,4.547328657,3.91E-31,2.05E-29
long intergenic non-protein coding RNA 320,-10.38704343,4.46E-31,2.33E-29
protein kinase C gamma,-4.171996576,4.47E-31,2.33E-29
FH2 domain containing 1,3.431345815,4.67E-31,2.43E-29
transferrin,-7.058464983,5.65E-31,2.93E-29
kinesin family member 11,4.828301936,6.43E-31,3.33E-29
exonuclease 1,4.864428579,6.74E-31,3.48E-29
potassium sodium-activated channel subfamily T member 1,-4.792376079,6.78E-31,3.49E-29
"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",-3.288752732,6.82E-31,3.51E-29
synuclein alpha,-2.908675014,6.98E-31,3.58E-29
E2F transcription factor 7,5.683415994,7.01E-31,3.59E-29
"beta-1,4-glucuronyltransferase 1",-2.738328491,7.05E-31,3.60E-29
NDC80 kinetochore complex component,8.392765396,7.91E-31,4.03E-29
MYB proto-oncogene like 2,8.746730906,7.99E-31,4.06E-29
PTEN induced kinase 1,-2.478746051,8.49E-31,4.30E-29
SH3 domain binding protein 2,2.906608793,8.87E-31,4.49E-29
frizzled class receptor 2,4.811987959,9.06E-31,4.57E-29
four and a half LIM domains 2,-2.863868504,1.02E-30,5.15E-29
"helicase, lymphoid specific",5.258441991,1.04E-30,5.20E-29
ring finger protein 128,-3.919306789,1.30E-30,6.50E-29
zinc finger protein 229,2.395212919,1.49E-30,7.46E-29
phospholysine phosphohistidine inorganic pyrophosphate phosphatase,-3.562548304,1.92E-30,9.56E-29
"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene",-4.265788173,2.02E-30,1.01E-28
serpin family I member 1,-3.178395184,2.36E-30,1.17E-28
polybromo 1,2.358946982,2.47E-30,1.22E-28
cysteine rich transmembrane module containing 1,-2.963271561,2.48E-30,1.22E-28
versican,3.38052633,2.55E-30,1.26E-28
sperm flagellar 1,-4.534723836,2.99E-30,1.47E-28
leucine rich repeat containing 55,3.079741129,2.99E-30,1.47E-28
kinesin family member 4A,5.360775405,3.41E-30,1.67E-28
solute carrier family 7 member 4,-3.75699336,3.49E-30,1.70E-28
eukaryotic translation initiation factor 4E family member 1B,-4.519809387,4.10E-30,2.00E-28
dimethylarginine dimethylaminohydrolase 2,4.453551728,4.22E-30,2.05E-28
heat shock protein family A (Hsp70) member 2,-5.643151189,4.24E-30,2.06E-28
keratin 5,-6.012133118,4.79E-30,2.32E-28
gliomedin,-7.371560798,4.82E-30,2.33E-28
microtubule associated protein 7,-3.993126213,6.32E-30,3.05E-28
cathepsin D,-2.668755718,6.54E-30,3.15E-28
myelin protein zero like 1,1.976924745,7.19E-30,3.45E-28
oxysterol binding protein like 1A,-3.036607529,7.97E-30,3.82E-28
"abhydrolase domain containing 12, lysophospholipase",-2.061805109,8.53E-30,4.07E-28
leiomodin 1,-3.213648987,8.63E-30,4.11E-28
"creatine kinase, mitochondrial 1A",-3.080070793,8.79E-30,4.18E-28
butyrophilin subfamily 3 member A3,-2.658325518,8.90E-30,4.23E-28
Fas apoptotic inhibitory molecule 2,-4.22063809,9.63E-30,4.56E-28
kinesin family member 23,4.94960028,9.65E-30,4.56E-28
peptidase inhibitor 16,-7.110839257,1.01E-29,4.76E-28
heterogeneous nuclear ribonucleoprotein A/B,1.966699694,1.13E-29,5.31E-28
"MN1 proto-oncogene, transcriptional regulator",4.076960554,1.22E-29,5.73E-28
centromere protein K,5.441595815,1.44E-29,6.77E-28
synaptophysin,-2.920168409,1.45E-29,6.78E-28
CD53 molecule,-2.666880297,1.54E-29,7.17E-28
NDRG family member 2,-3.479545707,1.63E-29,7.58E-28
E2F transcription factor 2,7.835621465,1.77E-29,8.23E-28
CCR4-NOT transcription complex subunit 6,2.10866298,1.95E-29,9.02E-28
gamma-aminobutyric acid type A receptor subunit alpha5,-1.848357138,1.97E-29,9.13E-28
solute carrier family 14 member 1 (Kidd blood group),-5.170123694,2.24E-29,1.04E-27
DEP domain containing 1B,3.952549836,2.69E-29,1.24E-27
high mobility group nucleosome binding domain 1,2.674147487,3.15E-29,1.45E-27
synaptojanin 2,-3.48086217,3.20E-29,1.47E-27
LEMD1 divergent transcript,6.419031085,3.37E-29,1.54E-27
LIM zinc finger domain containing 2,-2.100862751,3.76E-29,1.72E-27
ankyrin repeat and SOCS box containing 2,-6.91645104,4.34E-29,1.98E-27
dynamin 1,-3.288288626,4.37E-29,1.99E-27
BRCA2 DNA repair associated,4.361353479,4.43E-29,2.01E-27
gamma-butyrobetaine hydroxylase 1,-6.535468726,4.43E-29,2.01E-27
"protein phosphatase, Mg2+/Mn2+ dependent 1H",-3.325559224,4.78E-29,2.16E-27
glucocorticoid modulatory element binding protein 1,2.209821751,5.42E-29,2.45E-27
"SH3 domain containing GRB2 like, endophilin B2",-2.25154579,6.00E-29,2.70E-27
NA,-5.208438116,6.13E-29,2.75E-27
isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha,-2.214350582,6.13E-29,2.75E-27
HTR5A antisense RNA 1,-6.609176048,6.21E-29,2.78E-27
growth hormone inducible transmembrane protein,-2.130818738,6.37E-29,2.84E-27
transmembrane protein 38A,-3.560873489,6.94E-29,3.09E-27
collagen type IV alpha 3 chain,-3.045721164,6.98E-29,3.10E-27
MRPS30 divergent transcript,-3.341009338,7.01E-29,3.11E-27
protein kinase X-linked,3.879798657,7.09E-29,3.14E-27
rhomboid domain containing 2,-2.712898879,7.15E-29,3.16E-27
heterogeneous nuclear ribonucleoprotein A1,2.503166957,7.42E-29,3.27E-27
musashi RNA binding protein 1,3.492755289,7.68E-29,3.38E-27
protein tyrosine kinase 7 (inactive),2.706428534,8.84E-29,3.88E-27
TRIO and F-actin binding protein,3.162431053,9.02E-29,3.95E-27
thiopurine S-methyltransferase,-2.527469043,9.13E-29,4.00E-27
PCNA clamp associated factor,6.215627965,9.27E-29,4.05E-27
Ras protein specific guanine nucleotide releasing factor 2,-4.747655077,1.15E-28,5.01E-27
kringle containing transmembrane protein 2,-3.640786272,1.16E-28,5.06E-27
heat shock protein family B (small) member 6,-4.051807292,1.20E-28,5.23E-27
ribosomal modification protein rimK like family member B,2.243941906,1.22E-28,5.27E-27
"polycystin 2 like 1, transient receptor potential cation channel",-5.906824801,1.47E-28,6.34E-27
NA,-3.726869617,1.56E-28,6.73E-27
DEP domain containing 1,4.465935112,1.62E-28,6.96E-27
BAI1 associated protein 3,-4.044369245,1.68E-28,7.24E-27
brain enriched myelin associated protein 1,-5.913522645,1.75E-28,7.50E-27
cerebral endothelial cell adhesion molecule,-4.392869486,1.79E-28,7.67E-27
STXBP5 antisense RNA 1,-4.872808547,2.00E-28,8.55E-27
tenascin C,3.906090998,2.07E-28,8.80E-27
centrosomal protein 170,2.567135196,2.09E-28,8.91E-27
anoctamin 3,-5.929887941,2.27E-28,9.62E-27
ATP/GTP binding protein like 4,-3.337362334,2.37E-28,1.01E-26
transforming growth factor beta receptor 1,3.412697467,2.42E-28,1.02E-26
ring finger protein 122,4.119787439,2.68E-28,1.13E-26
zinc finger protein 445,2.131783999,3.03E-28,1.28E-26
EF-hand domain family member D1,-5.017074754,3.35E-28,1.41E-26
zinc finger protein 365,-5.34409805,3.67E-28,1.54E-26
claudin 10,-5.140576291,3.88E-28,1.63E-26
paired box 7,-6.95830579,4.30E-28,1.80E-26
activity dependent neuroprotector homeobox,1.787416541,4.60E-28,1.92E-26
prune homolog 2 with BCH domain,-3.139415394,5.07E-28,2.11E-26
EMAP like 1,2.706275801,5.53E-28,2.30E-26
cystin 1,-4.174938102,5.67E-28,2.35E-26
transforming growth factor beta receptor 3 like,-5.97742727,5.86E-28,2.43E-26
transmembrane protein 130,-3.910487863,6.06E-28,2.50E-26
NA,-4.087199379,6.40E-28,2.64E-26
terminal uridylyl transferase 4,1.858750451,6.64E-28,2.73E-26
centrosomal protein 89,2.491423575,6.76E-28,2.78E-26
"glycogen phosphorylase, muscle associated",-5.346978626,7.26E-28,2.98E-26
NUF2 component of NDC80 kinetochore complex,4.637893192,7.42E-28,3.04E-26
dispatched RND transporter family member 3,3.719320146,7.46E-28,3.05E-26
erythrocyte membrane protein band 4.1 like 4B,-4.439701931,7.97E-28,3.25E-26
potassium voltage-gated channel subfamily H member 1,-4.505593214,8.20E-28,3.34E-26
zinc finger protein 543,2.032412522,8.28E-28,3.37E-26
DExH-box helicase 58,-3.871197107,8.69E-28,3.52E-26
guanylate binding protein 2,-4.440748324,8.75E-28,3.54E-26
Cdk5 and Abl enzyme substrate 1,-3.447681803,1.03E-27,4.16E-26
Janus kinase 3,-3.322778107,1.04E-27,4.22E-26
G protein subunit alpha 14,-3.158222367,1.33E-27,5.35E-26
triosephosphate isomerase 1,-2.013226959,1.35E-27,5.43E-26
REC8 meiotic recombination protein,2.505277535,1.37E-27,5.51E-26
anti-silencing function 1B histone chaperone,5.390790077,1.48E-27,5.93E-26
PNKD metallo-beta-lactamase domain containing,-2.68158007,1.52E-27,6.07E-26
membrane associated ring-CH-type finger 2,-2.466344219,1.59E-27,6.36E-26
NA,-6.442474036,1.62E-27,6.46E-26
actin binding LIM protein family member 2,-3.535158287,1.70E-27,6.74E-26
tigger transposable element derived 1,1.987624597,1.79E-27,7.12E-26
transmembrane protein 141,-2.175190436,1.96E-27,7.78E-26
zinc finger protein 695,4.370230011,1.99E-27,7.85E-26
nudix hydrolase 18,-3.053663852,2.14E-27,8.43E-26
fibroblast growth factor 1,-6.759873618,2.16E-27,8.51E-26
tripeptidyl peptidase 1,-2.792240192,2.18E-27,8.58E-26
short chain dehydrogenase/reductase family 16C member 5,-3.913277101,2.25E-27,8.83E-26
zinc finger protein 93,3.671225723,2.32E-27,9.10E-26
long intergenic non-protein coding RNA 844,-7.639113821,2.39E-27,9.36E-26
structural maintenance of chromosomes 4,3.859316037,2.40E-27,9.36E-26
adhesion G protein-coupled receptor A1,-3.177474139,2.45E-27,9.54E-26
adhesion G protein-coupled receptor F5,-2.181186361,2.56E-27,9.95E-26
TEA domain transcription factor 2,3.600906873,2.71E-27,1.05E-25
family with sequence similarity 162 member B,-3.409945652,2.73E-27,1.06E-25
calpain 3,-4.718186556,2.80E-27,1.09E-25
E2F transcription factor 5,2.47943462,2.83E-27,1.09E-25
zinc finger protein 616,2.440085437,3.03E-27,1.17E-25
SPRY domain containing 3,-3.169449269,3.33E-27,1.28E-25
phospholipase A2 group V,-6.578347746,3.33E-27,1.28E-25
NA,3.296026869,3.52E-27,1.35E-25
selenoprotein M,-3.41397251,3.53E-27,1.35E-25
cathepsin B,-2.266509789,3.56E-27,1.36E-25
protein phosphatase 1 regulatory inhibitor subunit 14A,-5.876258377,3.73E-27,1.42E-25
major facilitator superfamily domain containing 6,-2.048627461,3.94E-27,1.50E-25
prostaglandin D2 synthase,-4.934853137,3.95E-27,1.50E-25
cyclin B2,6.007992228,3.98E-27,1.51E-25
pentraxin 3,4.71747215,4.06E-27,1.54E-25
tubulin gamma 2,-2.299093115,4.45E-27,1.68E-25
pyruvate dehydrogenase kinase 3,-3.516902316,4.52E-27,1.71E-25
tetratricopeptide repeat domain 28,3.275317822,4.56E-27,1.72E-25
RasGEF domain family member 1A,-2.518313892,4.65E-27,1.75E-25
RNA binding motif protein X-linked,2.214283616,4.79E-27,1.80E-25
neuronal pentraxin 2,-3.581248492,4.92E-27,1.84E-25
toll interacting protein,-3.081221535,5.07E-27,1.90E-25
otogelin like,-5.543556885,6.22E-27,2.32E-25
alpha kinase 1,3.286140544,6.64E-27,2.48E-25
VGF nerve growth factor inducible,-5.219952025,6.79E-27,2.53E-25
somatostatin receptor 3,-8.046791988,7.12E-27,2.65E-25
trophinin associated protein,9.265511768,7.24E-27,2.69E-25
R-spondin 2,-4.478807643,7.35E-27,2.72E-25
leukocyte receptor tyrosine kinase,-5.2979715,8.05E-27,2.98E-25
RB transcriptional corepressor like 1,2.779382861,8.59E-27,3.17E-25
MYD88 innate immune signal transduction adaptor,3.021945742,8.70E-27,3.20E-25
proprotein convertase subtilisin/kexin type 9,5.632582044,8.92E-27,3.28E-25
fucosyltransferase 1 (H blood group),-3.761005135,1.00E-26,3.68E-25
nuclear receptor subfamily 3 group C member 2,-3.464549534,1.05E-26,3.84E-25
ubiquitin like with PHD and ring finger domains 1,5.0813524,1.07E-26,3.91E-25
non-SMC condensin I complex subunit H,4.61587483,1.16E-26,4.25E-25
RNA binding motif protein 12,1.800718405,1.21E-26,4.43E-25
neuronal differentiation 2,2.827819184,1.37E-26,4.99E-25
transforming acidic coiled-coil containing protein 1,-2.675912146,1.46E-26,5.33E-25
myosin heavy chain 11,-5.224764612,1.55E-26,5.62E-25
NACC family member 2,-3.430280434,1.65E-26,5.97E-25
zinc finger protein 117,3.500471173,1.75E-26,6.33E-25
parathyroid hormone like hormone,-5.011268699,2.10E-26,7.60E-25
long intergenic non-protein coding RNA 1122,2.441580216,2.37E-26,8.54E-25
BUB1 mitotic checkpoint serine/threonine kinase,6.331358555,2.61E-26,9.40E-25
centrosomal protein 55,7.36276226,3.15E-26,1.13E-24
retbindin,-4.031401742,3.30E-26,1.18E-24
membrane palmitoylated protein 1,-2.008768929,3.50E-26,1.25E-24
golgi associated kinase 1B,-3.95435198,3.52E-26,1.26E-24
cadherin 2,1.53160938,3.56E-26,1.27E-24
integrin subunit beta 4,-3.921819814,3.66E-26,1.30E-24
DNA polymerase eta,1.98316409,3.99E-26,1.42E-24
centromere protein E,4.356548817,4.14E-26,1.47E-24
histone deacetylase 2,2.581284251,4.53E-26,1.61E-24
pyridoxamine 5'-phosphate oxidase,-2.752016178,4.89E-26,1.73E-24
superoxide dismutase 1,-1.906843618,6.38E-26,2.26E-24
dickkopf WNT signaling pathway inhibitor 3,-2.390716634,6.59E-26,2.33E-24
collagen type III alpha 1 chain,5.182627619,7.14E-26,2.51E-24
kinesin family member 18A,6.522936124,7.86E-26,2.76E-24
X-ray repair cross complementing 2,4.172959048,7.98E-26,2.80E-24
tetraspanin 7,-2.946692198,8.06E-26,2.83E-24
rhomboid like 1,-3.797593018,8.26E-26,2.89E-24
keratin 222,-3.060798017,8.50E-26,2.97E-24
kyphoscoliosis peptidase,-3.927683538,8.88E-26,3.10E-24
SPC25 component of NDC80 kinetochore complex,4.222844942,9.14E-26,3.18E-24
zinc finger protein 829,1.876767143,9.56E-26,3.33E-24
Jun dimerization protein 2,-3.614506733,9.66E-26,3.36E-24
synapsin I,-4.013615134,1.01E-25,3.49E-24
zinc finger protein 124,3.311361336,1.04E-25,3.58E-24
fibroblast growth factor binding protein 3,3.685514634,1.05E-25,3.64E-24
uncharacterized LOC400553,-5.421220004,1.15E-25,3.98E-24
four and a half LIM domains 5,-4.827849513,1.20E-25,4.14E-24
zinc finger protein 586,2.605669109,1.27E-25,4.37E-24
tripartite motif containing 24,2.618062442,1.28E-25,4.41E-24
oligodendrocyte myelin glycoprotein,-4.663673452,1.34E-25,4.61E-24
monoamine oxidase B,-4.128683251,1.35E-25,4.61E-24
pleckstrin homology and RhoGEF domain containing G4B,4.702825903,1.48E-25,5.05E-24
serine protease 16,-5.936966735,1.54E-25,5.26E-24
GRAM domain containing 2B,-4.365930244,1.60E-25,5.45E-24
interferon induced protein with tetratricopeptide repeats 1,-3.855391433,1.64E-25,5.57E-24
zinc finger protein 286B (pseudogene),2.959640983,1.67E-25,5.68E-24
splicing factor proline and glutamine rich,1.885050448,1.74E-25,5.90E-24
LIM domain binding 3,-5.878609201,1.79E-25,6.05E-24
V-set and immunoglobulin domain containing 2,-3.059996222,1.81E-25,6.13E-24
palmdelphin,2.665637464,1.86E-25,6.27E-24
CD55 molecule (Cromer blood group),-3.197894767,1.92E-25,6.47E-24
transmembrane protein 205,-1.787617637,2.01E-25,6.78E-24
TOPBP1 interacting checkpoint and replication regulator,4.462244139,2.03E-25,6.84E-24
collapsin response mediator protein 1,2.483437143,2.04E-25,6.84E-24
"protocadherin gamma subfamily C, 5",-4.364715736,2.16E-25,7.24E-24
ephrin A2,3.872466683,2.18E-25,7.29E-24
oxidation resistance 1,-2.997188781,2.43E-25,8.11E-24
zinc finger and SCAN domain containing 12,2.144746079,2.44E-25,8.14E-24
PHD finger protein 24,-2.943746763,2.50E-25,8.33E-24
copine family member 9,-6.353304059,2.58E-25,8.57E-24
endonuclease domain containing 1,-3.303273428,2.58E-25,8.57E-24
eukaryotic translation initiation factor 3 subunit L,1.742779003,2.63E-25,8.71E-24
centromere protein I,3.957641782,2.89E-25,9.57E-24
zinc finger protein 135,2.105526871,3.02E-25,9.96E-24
"FYVE, RhoGEF and PH domain containing 3",3.162130653,3.13E-25,1.03E-23
interaction protein for cytohesin exchange factors 1,-2.979876406,3.39E-25,1.12E-23
RALBP1 associated Eps domain containing 2,-3.522940415,3.54E-25,1.16E-23
KRAB-A domain containing 2,2.784798619,3.57E-25,1.17E-23
adenosine monophosphate deaminase 3,-4.098686781,3.66E-25,1.20E-23
sosondowah ankyrin repeat domain family member A,-5.45375793,3.74E-25,1.23E-23
serine palmitoyltransferase small subunit B,-4.162754318,4.01E-25,1.31E-23
MLLT3 super elongation complex subunit,2.916431919,4.04E-25,1.32E-23
DIRAS family GTPase 2,-3.643581228,4.05E-25,1.32E-23
NA,2.569253568,4.36E-25,1.42E-23
ephrin B2,2.730690438,4.39E-25,1.43E-23
chloride channel accessory 4,-8.099573895,4.59E-25,1.49E-23
syntrophin alpha 1,-3.178448721,4.65E-25,1.51E-23
oxoglutarate dehydrogenase L,-3.73503876,4.77E-25,1.54E-23
"cytochrome P450 family 4 subfamily F member 35, pseudogene",-6.189549503,5.05E-25,1.63E-23
NEDD4 binding protein 2 like 1,-2.344515274,5.09E-25,1.64E-23
peptidase domain containing associated with muscle regeneration 1,-4.114575145,5.10E-25,1.64E-23
glycogenin 1,-2.857413291,5.11E-25,1.64E-23
ribosome binding factor A,1.794926439,5.29E-25,1.70E-23
tubulin alpha 8,-3.65700693,5.58E-25,1.79E-23
chromosome 10 open reading frame 90,-6.759050375,5.65E-25,1.81E-23
cell division cycle associated 2,6.854866091,5.95E-25,1.90E-23
integral membrane protein 2C,-2.783245423,6.21E-25,1.98E-23
zinc finger matrin-type 3,-2.720034135,6.90E-25,2.20E-23
peripheral myelin protein 2,-4.795131536,6.94E-25,2.21E-23
nuclear factor I B,3.780066837,7.22E-25,2.30E-23
uncharacterized LOC284600,3.765936912,7.24E-25,2.30E-23
CCAAT enhancer binding protein alpha,-3.48185646,7.33E-25,2.32E-23
cell cycle exit and neuronal differentiation 1,-3.629513273,8.00E-25,2.53E-23
growth arrest specific 2 like 3,4.145765566,8.03E-25,2.54E-23
immunoglobulin superfamily member 1,-3.819459908,8.07E-25,2.55E-23
starch binding domain 1,-3.150716051,8.51E-25,2.68E-23
proline and arginine rich end leucine rich repeat protein,-2.902650006,9.07E-25,2.85E-23
dendrin,-6.057098696,9.30E-25,2.92E-23
Rho GTPase activating protein 24,-3.446742033,9.48E-25,2.98E-23
elongin BC and polycomb repressive complex 2 associated protein,-3.473851326,9.52E-25,2.98E-23
cholecystokinin,-6.555790861,9.52E-25,2.98E-23
PNMA family member 8B,-3.404854568,9.96E-25,3.11E-23
dishevelled associated activator of morphogenesis 2,-4.791509232,1.01E-24,3.15E-23
uncharacterized LOC100507053,3.947172102,1.06E-24,3.30E-23
aspartoacylase,-7.3022048,1.06E-24,3.31E-23
vav guanine nucleotide exchange factor 2,2.640830661,1.07E-24,3.34E-23
calcium/calmodulin dependent protein kinase II inhibitor 1,-2.430136683,1.12E-24,3.47E-23
myelin associated glycoprotein,-10.49847342,1.12E-24,3.47E-23
ATPase H+ transporting V1 subunit E1,-2.44268615,1.12E-24,3.47E-23
C-X3-C motif chemokine ligand 1,-4.63402913,1.13E-24,3.50E-23
G protein-coupled estrogen receptor 1,-2.201284503,1.15E-24,3.54E-23
heme oxygenase 2,-2.097030611,1.15E-24,3.54E-23
long intergenic non-protein coding RNA 639,-6.884952858,1.15E-24,3.55E-23
centromere protein U,5.081314514,1.16E-24,3.56E-23
G protein regulated inducer of neurite outgrowth 2,5.01807913,1.16E-24,3.56E-23
basic helix-loop-helix family member e40,-3.924671471,1.16E-24,3.57E-23
phospholipase A2 group IVC,-2.874354795,1.19E-24,3.63E-23
BRCA1 interacting protein C-terminal helicase 1,4.448511091,1.27E-24,3.88E-23
solute carrier family 4 member 7,2.486278432,1.30E-24,3.98E-23
zinc finger with KRAB and SCAN domains 7,2.295633199,1.43E-24,4.36E-23
kinesin family member 20B,3.106520967,1.50E-24,4.55E-23
serine/threonine/tyrosine kinase 1,-4.200747481,1.52E-24,4.60E-23
checkpoint kinase 1,3.157776946,1.57E-24,4.75E-23
DGCR8 microprocessor complex subunit,1.605683741,1.57E-24,4.76E-23
"alpha-2-glycoprotein 1, zinc-binding",-6.585355287,1.64E-24,4.95E-23
transmembrane protein 125,-6.29257801,1.65E-24,4.99E-23
dual specificity phosphatase 3,-2.242042529,1.73E-24,5.22E-23
SKI/DACH domain containing 1,2.038642348,1.91E-24,5.74E-23
far upstream element binding protein 1,2.002270692,2.01E-24,6.05E-23
long intergenic non-protein coding RNA 1551,4.125589258,2.08E-24,6.24E-23
calcium dependent secretion activator 2,-4.330367778,2.18E-24,6.53E-23
tumor protein p63 regulated 1 like,-3.052358498,2.24E-24,6.71E-23
cholinergic receptor nicotinic alpha 2 subunit,-6.133096862,2.27E-24,6.79E-23
