"GeneName"	"FoldChange"	"Pvalue"	"Padj"
"synaptopodin 2"	-4.30369041300364	1.52115632090632e-35	1.09508144280875e-33
"arginine vasopressin induced 1"	-3.91547932556511	1.63515741493323e-35	1.17326591940803e-33
"macoilin 1"	1.62354044208519	1.75808589506159e-35	1.25732057383336e-33
"septin 4"	-4.47888361297477	2.12247620343246e-35	1.51294279143689e-33
"kinesin family member 2C"	5.52605234426432	2.16420373347075e-35	1.5376455349473e-33
"heat shock protein family B (small) member 2"	-3.85076042338602	2.33517768239856e-35	1.65371654700414e-33
"oligodendrocyte transcription factor 1"	-3.83721971271165	2.61775567163891e-35	1.84781253432148e-33
"PDZ binding kinase"	8.03247793055229	2.69322443443846e-35	1.89493179382286e-33
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"	-3.44932004929295	3.00196488552812e-35	2.10534576052474e-33
"trafficking regulator and scaffold protein tamalin"	-4.30293777776754	3.09958096601029e-35	2.16681639170514e-33
"establishment of sister chromatid cohesion N-acetyltransferase 2"	5.70908575730132	3.13344536905697e-35	2.1834690951496e-33
"zinc finger protein 677"	2.95128292630111	3.77420085198007e-35	2.6215623234153e-33
"thrombospondin 1"	4.36207364261393	3.84731198011364e-35	2.66383470572136e-33
"ethanolamine-phosphate phospho-lyase"	-7.18362844831669	4.22447440307053e-35	2.91569199990972e-33
"basic helix-loop-helix family member e22"	4.64441503409151	5.56141592237316e-35	3.82628935342768e-33
"solute carrier family 35 member F2"	3.23793458969462	5.59887915433145e-35	3.83991267174511e-33
"denticleless E3 ubiquitin protein ligase homolog"	5.3709252476739	6.87077457908901e-35	4.69740597874133e-33
"calcium binding protein 1"	-5.38047960991759	8.01950911079428e-35	5.46558456356672e-33
"BMP binding endothelial regulator"	-3.41957095501139	9.23603124297349e-35	6.25825858249009e-33
"contactin associated protein 1"	-5.20105470166944	9.24014997000744e-35	6.25825858249009e-33
"G protein-coupled receptor 161"	3.38552350544954	1.15812122330287e-34	7.81947624715146e-33
"proline rich 18"	-7.77113155257528	1.27866160781271e-34	8.60661981902667e-33
"abhydrolase domain containing 12B"	-6.92615674859548	1.41772241323643e-34	9.5131799340041e-33
"zinc finger protein 578"	3.68394947197709	1.6618312965389e-34	1.11168843747853e-32
"kinesin family member 15"	5.12293912611974	1.67284826627373e-34	1.11562558763979e-32
"PBX homeobox 4"	2.96873337556236	1.71625831445514e-34	1.14045287830984e-32
"MSC antisense RNA 1"	-6.06354565863366	1.72056733400316e-34	1.14045287830984e-32
"SLIT-ROBO Rho GTPase activating protein 1"	4.24248269664357	1.7405738620345e-34	1.1476189032882e-32
"non-SMC condensin I complex subunit G"	6.20337503623747	1.74193568872226e-34	1.1476189032882e-32
"miR-17-92a-1 cluster host gene"	4.72107058827324	1.86398933647466e-34	1.22432000496362e-32
"apolipoprotein L4"	4.2491642664398	1.89899992923749e-34	1.24355895968531e-32
"long intergenic non-protein coding RNA 928"	4.33132949048178	1.93605791607264e-34	1.26401907367373e-32
"cytochrome P450 family 46 subfamily A member 1"	-5.08313222641756	2.15176736463579e-34	1.40064593636367e-32
"solute carrier family 25 member 23"	-2.67967517403184	2.2856399799865e-34	1.48334623298168e-32
"phospholipid phosphatase 2"	-7.23950167081501	3.04700236976406e-34	1.97157376550716e-32
"interleukin 17 receptor D"	3.80416828750136	3.14822869724337e-34	2.03102789634327e-32
"protein phosphatase 1 regulatory inhibitor subunit 14B"	2.66290977395707	3.81315157600748e-34	2.45271385840173e-32
"thymocyte selection associated"	-6.72545968422521	4.09881722956304e-34	2.6286839347472e-32
"cytokine receptor like factor 1"	-5.44381470280676	4.23953788163417e-34	2.71093509072378e-32
"minichromosome maintenance 10 replication initiation factor"	7.64247659530895	4.27533220819398e-34	2.72580637942361e-32
"dysferlin"	-4.47599554789965	4.39809135261647e-34	2.79587438880803e-32
"family with sequence similarity 162 member A"	-2.51448441362689	9.24646061163445e-34	5.86085423199838e-32
"hydroxysteroid 17-beta dehydrogenase 6"	-4.48301579222298	1.64227089504783e-33	1.03792475375683e-31
"IgA inducing protein"	-3.47372896170762	1.73791714648022e-33	1.0951900487428e-31
"high mobility group box 3"	2.64005486461558	1.80652871868567e-33	1.13513701944928e-31
"purinergic receptor P2X 6"	-4.37191124330461	1.83948255314762e-33	1.15251268553263e-31
"regulator of G protein signaling 5"	-3.48912032765658	1.92376808443608e-33	1.20185752654381e-31
"ral guanine nucleotide dissociation stimulator like 3"	-5.00568472559448	2.13888746385449e-33	1.33242270348598e-31
"purinergic receptor P2X 7"	-4.63624009042271	2.18788649102558e-33	1.35905257718249e-31
"EMAP like 2"	-2.56213120276341	2.3720116993269e-33	1.46922810128394e-31
"kinesin family member 26A"	4.24228842798993	3.05197953967237e-33	1.88503088556867e-31
"diacylglycerol kinase gamma"	-4.2730056609452	3.51770535551888e-33	2.16652782250244e-31
"galectin 1"	-3.6222172292154	3.68872472352734e-33	2.26543966706802e-31
"Ras protein specific guanine nucleotide releasing factor 1"	-3.87794280603931	4.1034951652727e-33	2.51307291234349e-31
"acylphosphatase 2"	-2.86068690280469	5.03602592793118e-33	3.07551235109977e-31
"plexin A3"	2.50896153557348	5.13580789122723e-33	3.12766384770788e-31
NA	3.49722042741927	5.15418629688967e-33	3.13008838772844e-31
"sperm tail PG-rich repeat containing 1"	-3.01280170004202	5.26219624298691e-33	3.18678018158157e-31
"extended synaptotagmin 3"	-4.39181433296667	5.70193805002179e-33	3.44349542070899e-31
"galactose-3-O-sulfotransferase 4"	3.4654569519875	5.76088364565639e-33	3.46945626981207e-31
"RAB40B, member RAS oncogene family"	-2.68572447254319	6.4587186915877e-33	3.87897798546431e-31
"PWWP domain containing 3B"	-4.72593059760434	6.5893034098083e-33	3.94650262899841e-31
"myelin regulatory factor"	-5.72734258298972	7.27647671380301e-33	4.34609561084591e-31
"family with sequence similarity 117 member B"	2.5919173841617	9.89809497081456e-33	5.89573925371176e-31
"activin A receptor type 2B"	2.2741540815565	1.03210245312698e-32	6.13085776869772e-31
"adrenoceptor alpha 1D"	-4.89829084557422	1.11233611757733e-32	6.58945491341925e-31
"HR lysine demethylase and nuclear receptor corepressor"	-4.63961133777041	1.14027171243236e-32	6.73658894021517e-31
"plexin B3"	-5.01777059539708	1.16295944763276e-32	6.85200578617446e-31
"sphingosine-1-phosphate receptor 5"	-8.73851697448439	1.23847249166524e-32	7.27719741656591e-31
"spindle and kinetochore associated complex subunit 3"	4.83794180275614	1.74757770207404e-32	1.0240993752235e-30
"spectrin repeat containing nuclear envelope protein 2"	3.88680654984808	1.77768720872303e-32	1.03894348400127e-30
"nucleoredoxin"	2.40502749349383	1.78598348812887e-32	1.04099375376434e-30
"zinc finger protein interacting with K protein 1"	2.5623062136397	1.88810396273363e-32	1.09757401748106e-30
"sialic acid acetylesterase"	-3.72713686221862	1.90651848746262e-32	1.10532315829133e-30
"MYC proto-oncogene, bHLH transcription factor"	2.97584699980147	2.12413723126819e-32	1.22821456236707e-30
"lipocalin like 1"	-5.04145622882899	2.65794315335771e-32	1.53279422008355e-30
"muscleblind like splicing regulator 2"	-3.52932476954046	2.83021712496262e-32	1.627824087667e-30
"signal transducer and activator of transcription 6"	-3.16529766120415	2.99863262434361e-32	1.72013909989062e-30
"baculoviral IAP repeat containing 5"	5.30766808889541	3.4837603816483e-32	1.99316932782673e-30
"GEM interacting protein"	2.94097172305574	4.09147439474258e-32	2.33471771170862e-30
"G protein-coupled receptor 158"	-4.79082378389336	4.34963272775136e-32	2.4755331186922e-30
"kallikrein related peptidase 7"	-10.6020259365844	4.57629879548025e-32	2.5977366086824e-30
"coronin 6"	-5.27926735251481	4.67508044831387e-32	2.6468990631977e-30
"cysteine and glycine rich protein 1"	-4.85860743602603	4.69506117123672e-32	2.65130714087941e-30
"carbonic anhydrase 7"	-6.85162808789075	4.84783240164988e-32	2.73048508404845e-30
"cell division cycle 25A"	3.9949576120258	5.74289209960177e-32	3.22625884076078e-30
"zinc finger and BTB domain containing 7B"	-3.776527476838	6.47473050175133e-32	3.62801844944783e-30
"septin 8"	-2.91624234652692	6.60910612122916e-32	3.69379373217592e-30
"TYRO3 protein tyrosine kinase"	-2.8983113082853	6.65413061685107e-32	3.70942189079383e-30
"WD repeat domain 76"	3.09264304531494	7.40101871118825e-32	4.11523140153309e-30
"lysine acetyltransferase 6B"	2.40137301474747	8.10254103123329e-32	4.49380981020518e-30
"solute carrier family 6 member 17"	-3.72030152533856	8.1350978886603e-32	4.49594992488773e-30
"prion protein"	-3.05459108192814	8.14775893659798e-32	4.49594992488773e-30
"neurotensin receptor 2"	-8.79847779866466	8.21978772617852e-32	4.52421278366702e-30
"Rho GTPase activating protein 22"	-4.50691853147846	8.71576630028002e-32	4.78508775591889e-30
"musculin"	-6.87360501984958	8.95476901354838e-32	4.90392022981248e-30
"parathyroid hormone 1 receptor"	-3.15190095685967	9.15204152657755e-32	4.99936017159102e-30
"phospholipase A and acyltransferase 3"	-5.66965989305882	9.28564056950724e-32	5.05962685768564e-30
"uncharacterized LOC440896"	-5.73400450324774	9.73198949869354e-32	5.2895795922774e-30
"semaphorin 3F"	3.26912143283063	1.18109527176934e-31	6.40353922781479e-30
"glutathione S-transferase omega 1"	-2.36476411544189	1.51333981866726e-31	8.18445795961317e-30
"DNA cross-link repair 1B"	2.08353772571599	1.56455674663926e-31	8.44045365476033e-30
"NSF attachment protein beta"	-3.51252495362164	1.73845899992297e-31	9.35540522706072e-30
"calcium homeostasis modulator 1"	-7.62471854599849	1.79698958192357e-31	9.6465062964445e-30
"kinesin family member 18B"	5.89024495939189	1.87833214840792e-31	1.00583298617085e-29
"glucosylceramidase beta"	-1.87394156994652	2.00823779738986e-31	1.07275424946076e-29
"TPX2 microtubule nucleation factor"	4.48448458833263	2.29836597662291e-31	1.22472487004311e-29
"SRY-box transcription factor 12"	2.61500438667383	2.54729321456865e-31	1.35405138821362e-29
"sorting nexin 10"	-3.58906516701085	2.57121154597326e-31	1.36343195660987e-29
"melanin concentrating hormone receptor 1"	-5.87950397010984	2.68314801317163e-31	1.41932654390181e-29
"CDGSH iron sulfur domain 3"	-3.01504790047442	3.169789412302e-31	1.67267940807907e-29
"early growth response 4"	-8.16578557837941	3.21443356104837e-31	1.69213075183421e-29
"long intergenic non-protein coding RNA 1007"	-12.8235873912902	3.54156335807377e-31	1.85983403304062e-29
"tripartite motif containing 67"	4.54732865698994	3.9100006039575e-31	2.04836923206361e-29
"long intergenic non-protein coding RNA 320"	-10.3870434344998	4.45929839228066e-31	2.3305193833311e-29
"protein kinase C gamma"	-4.1719965764956	4.47071207631115e-31	2.33088132496596e-29
"FH2 domain containing 1"	3.43134581458623	4.6670697431562e-31	2.42743452837222e-29
"transferrin"	-7.05846498303988	5.64687354327274e-31	2.93004004067524e-29
"kinesin family member 11"	4.82830193586616	6.42961176871902e-31	3.32824260627905e-29
"exonuclease 1"	4.8644285785162	6.73697447156032e-31	3.47906323007584e-29
"potassium sodium-activated channel subfamily T member 1"	-4.79237607851171	6.78276921287521e-31	3.49441197765687e-29
"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"	-3.28875273216503	6.8248117567401e-31	3.50775963128337e-29
"synuclein alpha"	-2.90867501416054	6.98429315816664e-31	3.58126220640804e-29
"E2F transcription factor 7"	5.68341599447186	7.01176596493732e-31	3.58688950220476e-29
"beta-1,4-glucuronyltransferase 1"	-2.73832849145446	7.05191843058354e-31	3.59896146946753e-29
"NDC80 kinetochore complex component"	8.39276539557991	7.90901840824733e-31	4.02693136331862e-29
"MYB proto-oncogene like 2"	8.74673090592621	7.99117608217481e-31	4.05925605613464e-29
"PTEN induced kinase 1"	-2.47874605080494	8.48508064377701e-31	4.30009646331832e-29
"SH3 domain binding protein 2"	2.90660879282198	8.87304772278835e-31	4.4862541986312e-29
"frizzled class receptor 2"	4.81198795881696	9.06210590517009e-31	4.57121216900935e-29
"four and a half LIM domains 2"	-2.86386850367266	1.02390402345754e-30	5.15293920694223e-29
"helicase, lymphoid specific"	5.25844199149612	1.03632847611771e-30	5.20342203216518e-29
"ring finger protein 128"	-3.91930678929404	1.29822307328625e-30	6.50337968578719e-29
"zinc finger protein 229"	2.39521291945407	1.49174068154215e-30	7.45561704767997e-29
"phospholysine phosphohistidine inorganic pyrophosphate phosphatase"	-3.56254830424888	1.91623756372418e-30	9.55525708094663e-29
"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"	-4.26578817320899	2.02355068738826e-30	1.00672804335259e-28
"serpin family I member 1"	-3.17839518398886	2.36450793873626e-30	1.17367048164532e-28
"polybromo 1"	2.35894698234465	2.46704535542898e-30	1.22177751873306e-28
"cysteine rich transmembrane module containing 1"	-2.96327156094382	2.47866424856596e-30	1.22474180518347e-28
"versican"	3.38052632999553	2.55498824451314e-30	1.25959182367257e-28
"sperm flagellar 1"	-4.53472383580903	2.99077484324336e-30	1.46918324274821e-28
"leucine rich repeat containing 55"	3.0797411287	2.99364415867465e-30	1.46918324274821e-28
"kinesin family member 4A"	5.36077540461786	3.41440864263537e-30	1.67190671845801e-28
"solute carrier family 7 member 4"	-3.75699336019552	3.48864831583818e-30	1.70442029291321e-28
"eukaryotic translation initiation factor 4E family member 1B"	-4.51980938740799	4.09702290237935e-30	1.99716087265985e-28
"dimethylarginine dimethylaminohydrolase 2"	4.45355172773215	4.2245080439917e-30	2.05469864394683e-28
"heat shock protein family A (Hsp70) member 2"	-5.64315118883121	4.23783469265142e-30	2.056579554753e-28
"keratin 5"	-6.01213311787674	4.78945952852413e-30	2.31910110489183e-28
"gliomedin"	-7.37156079803089	4.81866389585559e-30	2.3280571502177e-28
"microtubule associated protein 7"	-3.99312621320738	6.3233141793498e-30	3.04823001271051e-28
"cathepsin D"	-2.66875571824055	6.54128713263651e-30	3.14633016704979e-28
"myelin protein zero like 1"	1.97692474479218	7.18555745178475e-30	3.44859171212478e-28
"oxysterol binding protein like 1A"	-3.03660752854964	7.96823187677512e-30	3.81580020336934e-28
"abhydrolase domain containing 12, lysophospholipase"	-2.06180510915083	8.52632569136895e-30	4.07408454628686e-28
"leiomodin 1"	-3.21364898678806	8.6293824278416e-30	4.11428516148474e-28
"creatine kinase, mitochondrial 1A"	-3.08007079349759	8.79206154580819e-30	4.18267418090625e-28
"butyrophilin subfamily 3 member A3"	-2.65832551816081	8.90132762210075e-30	4.22540969065704e-28
"Fas apoptotic inhibitory molecule 2"	-4.22063808959599	9.63134501638418e-30	4.56198413945988e-28
"kinesin family member 23"	4.94960027989131	9.65383507991691e-30	4.56269627114073e-28
"peptidase inhibitor 16"	-7.1108392565181	1.00969569907377e-29	4.76177748233466e-28
"heterogeneous nuclear ribonucleoprotein A/B"	1.96669969353368	1.1289673626803e-29	5.31274446580787e-28
"MN1 proto-oncogene, transcriptional regulator"	4.07696055380614	1.22061023008742e-29	5.73159546702606e-28
"centromere protein K"	5.44159581481439	1.44396295355958e-29	6.76577555459887e-28
"synaptophysin"	-2.9201684093344	1.44999627870631e-29	6.77943421405459e-28
"CD53 molecule"	-2.66688029697164	1.53656285962397e-29	7.16875818263622e-28
"NDRG family member 2"	-3.47954570743013	1.62827110023374e-29	7.58035160389331e-28
"E2F transcription factor 2"	7.83562146501214	1.77156962248605e-29	8.22984939369e-28
"CCR4-NOT transcription complex subunit 6"	2.10866298022859	1.94604716611176e-29	9.02111118090317e-28
"gamma-aminobutyric acid type A receptor subunit alpha5"	-1.8483571375161	1.97434295816229e-29	9.13280643689498e-28
"solute carrier family 14 member 1 (Kidd blood group)"	-5.17012369419441	2.24241212659234e-29	1.03508029817928e-27
"DEP domain containing 1B"	3.95254983577237	2.69208660230407e-29	1.24001387331976e-27
"high mobility group nucleosome binding domain 1"	2.67414748689514	3.15314265834817e-29	1.44931235803695e-27
"synaptojanin 2"	-3.48086217010949	3.19847361941951e-29	1.4670467291097e-27
"LEMD1 divergent transcript"	6.41903108471899	3.36600444192274e-29	1.54063794888089e-27
"LIM zinc finger domain containing 2"	-2.10086275139557	3.76022485059723e-29	1.71745900161417e-27
"ankyrin repeat and SOCS box containing 2"	-6.91645104020433	4.33842019730933e-29	1.97739189747803e-27
"dynamin 1"	-3.2882886261423	4.36524089514124e-29	1.98545402303903e-27
"BRCA2 DNA repair associated"	4.36135347930397	4.42571740467386e-29	2.00693066024929e-27
"gamma-butyrobetaine hydroxylase 1"	-6.53546872566298	4.43092183855232e-29	2.00693066024929e-27
"protein phosphatase, Mg2+/Mn2+ dependent 1H"	-3.32555922351239	4.77635610204146e-29	2.15889309801421e-27
"glucocorticoid modulatory element binding protein 1"	2.20982175052561	5.42334110046333e-29	2.44624188516957e-27
"SH3 domain containing GRB2 like, endophilin B2"	-2.25154578973302	6.00257433606828e-29	2.70190411263893e-27
NA	-5.20843811619421	6.12860511665217e-29	2.74990545519344e-27
"isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha"	-2.21435058229807	6.13451150254734e-29	2.74990545519344e-27
"HTR5A antisense RNA 1"	-6.60917604802418	6.20815332052183e-29	2.77719056258159e-27
