	SRR1554535	SRR1554537	SRR1554539	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
100132724	4	9	4	6	1	21	21	12
100132726	44	44	33	58	41	77	88	60
100132733	8	31	0	3	3	6	15	12
100132738	4	5	4	4	2	5	3	0
100132741	0	0	0	1	0	0	0	1
100132774	25	57	28	31	22	63	75	64
100132781	5	31	12	24	3	11	26	23
100132813	50	203	80	65	61	34	164	44
100132815	173	974	229	275	231	1744	1546	1350
100132831	0	0	0	0	0	0	0	0
100132832	30	67	22	55	30	29	61	37
100132858	0	0	4	1	1	1	0	1
100132859	6	19	6	5	14	13	17	24
100132891	252	4	216	178	165	2	12	2
100132900	0	0	0	0	0	0	1	1
100132909	157	592	104	176	127	797	826	815
100132911	57	98	37	123	58	77	84	66
100132913	3	65	2	1	21	31	8	5
100132916	0	3	1	0	1	1	6	0
100132923	36	143	30	91	63	51	87	96
100132929	0	0	0	0	0	0	0	0
100132932	0	0	0	2	0	0	0	0
100132939	0	0	0	0	0	1	0	0
100132941	0	0	0	0	0	0	0	0
100132948	2	12	4	2	10	8	8	4
100132963	0	1	1	0	1	1	0	0
100132967	0	0	0	7	0	0	0	0
100132979	0	0	0	0	0	0	0	0
100132987	27	16	34	24	30	21	24	20
100132994	0	0	0	0	1	0	0	0
100132999	46	29	59	57	123	20	28	21
100133023	0	0	0	0	0	0	0	0
100133034	0	2	0	0	0	0	0	0
100133036	3	7	2	4	4	15	3	3
100133039	89	267	126	179	212	297	221	238
100133046	0	0	0	0	0	0	0	0
100133047	0	0	0	0	0	0	0	0
100133050	4	2	1	6	0	11	3	3
100133053	0	0	0	0	0	0	0	0
100133077	8	12	16	18	6	19	18	7
100133091	179	408	97	123	120	171	167	137
100133093	0	0	0	0	0	0	0	0
100133106	0	1	0	2	0	1	1	0
100133121	3	7	1	3	10	13	8	14
100133124	0	1	2	0	0	1	2	3
100133144	0	21	1	1	0	5	9	18
100133161	20	9	13	11	7	13	11	19
100133171	0	0	0	0	0	0	0	0
100133172	17	49	27	27	18	107	47	55
100133190	48	47	36	51	73	63	75	81
100133204	3	5	1	1	2	6	17	8
100133207	0	0	0	2	0	0	0	0
100133214	0	0	0	0	0	0	0	0
100133220	0	10	3	9	3	18	3	12
100133224	0	0	1	1	0	0	0	0
100133234	8	5	1	7	10	7	13	1
100133251	0	0	0	0	0	0	1	0
100133280	0	1	0	1	0	2	2	2
100133299	0	6	1	4	1	4	12	6
100133301	1	2	4	0	1	4	5	4
100133308	6	6	3	6	1	2	1	1
100133311	0	0	0	0	0	0	0	0
100133315	21	76	14	27	23	86	42	75
100133331	73	244	75	49	92	215	284	253
100133445	8	2	20	9	24	4	5	1
100133461	0	0	0	0	0	1	0	0
100133545	95	95	107	185	171	164	60	93
100133612	1	1	3	3	3	1	3	4
100133669	145	54	168	111	259	18	56	25
100133746	16	3	8	14	12	1	7	5
100133941	186	27725	497	421	247	23592	46371	24590
100133957	8	41	2	11	5	10	13	19
100133985	22	22	23	32	34	26	30	26
100133991	32	65	45	32	32	67	99	61
100134229	116	37	123	126	116	12	133	11
100134259	43	6	28	25	22	11	7	11
100134317	46	29	21	20	28	44	45	17
100134361	53	443	37	87	48	316	308	298
100134368	21	21	21	20	33	28	22	26
100134391	0	0	0	0	0	1	9	1
100134713	65	80	60	78	86	45	71	97
100134868	30	62	12	50	32	101	58	95
100134869	0	15	1	1	1	8	3	4
100134934	139	315	102	205	145	274	244	211
100134938	0	2	0	4	0	0	3	0
100137047	0	0	0	0	0	0	0	0
100137049	0	0	0	0	0	0	0	0
10014	5293	11141	3749	6008	8758	9962	7672	7427
100141515	0	0	0	1	0	2	2	1
100144596	0	1	0	0	1	0	0	0
100144597	0	1	1	0	0	0	0	0
100144602	38	1013	106	54	113	286	611	774
100144603	32	48	32	48	63	42	72	68
100144604	4	8	6	17	31	6	17	5
100144748	53	59	59	51	73	41	74	44
100147744	31	12	23	42	3	19	23	26
100147773	13	55	8	19	8	41	52	47
10015	3971	5286	3653	4887	2299	5293	6287	5075
100151643	0	0	0	0	0	0	0	0
100151683	2	2	0	0	0	3	8	2
100151684	1	2	0	0	0	0	1	1
100158262	1	4	1	0	1	0	0	1
10016	1729	1505	1477	1929	1599	1876	1629	1343
100169750	4	3	0	5	5	2	7	2
100169751	0	0	0	0	0	0	0	0
100169752	0	0	0	0	0	0	0	0
100169753	0	0	0	0	0	0	0	0
100169754	0	0	0	0	0	0	0	0
100169755	0	0	0	0	0	0	0	0
100169756	0	0	0	0	0	0	0	0
100169757	0	0	0	0	0	0	0	0
100169758	0	0	0	0	0	0	0	0
100169759	0	0	0	0	0	0	0	0
100169760	0	2	0	0	0	0	0	0
100169761	0	0	0	0	0	0	0	0
100169762	0	0	0	0	0	0	0	0
100169763	0	0	0	0	0	0	0	0
100169764	0	0	0	0	0	0	0	0
100169765	0	0	0	0	0	0	0	0
100169766	0	0	0	0	0	0	0	0
100169767	0	0	0	0	0	0	0	0
100169768	0	0	0	0	0	0	0	0
100169851	0	1	0	0	0	0	1	0
100169890	0	0	0	0	0	0	0	0
100169951	0	0	0	0	0	0	0	0
100169952	0	0	0	0	0	0	0	0
100169953	0	0	0	0	0	0	0	0
100169954	0	0	0	0	0	0	0	0
100169955	0	0	0	0	0	0	0	0
100169956	0	0	0	0	0	0	0	0
100169957	0	0	0	0	0	0	0	0
100169958	0	0	0	0	0	0	0	0
100169959	0	0	0	0	0	0	0	0
10017	6	18	11	14	14	12	17	7
100170216	0	0	0	0	0	0	0	0
100170217	1	1	2	1	0	0	1	0
100170218	0	0	0	0	0	0	0	0
100170219	0	0	0	0	0	0	0	0
100170220	0	0	0	0	0	0	0	0
100170221	0	0	0	0	0	0	0	0
100170222	0	0	0	0	0	0	0	0
100170223	0	0	0	0	0	0	0	0
100170224	1	0	3	3	1	1	3	0
100170225	0	0	0	0	0	0	0	0
100170226	0	0	0	0	0	0	0	2
100170227	0	1	0	0	0	0	1	0
100170228	0	0	0	0	0	0	0	0
100170229	38	105	33	43	40	135	97	117
100170765	4	1	4	9	4	2	5	2
100170841	916	206	1031	1010	2027	183	150	170
100170939	21	155	17	44	30	216	144	151
10018	166	482	100	258	161	599	1075	384
100187716	0	0	0	0	0	0	0	0
100188847	0	0	0	0	0	0	0	0
100188893	1358	1276	1009	1546	1169	1196	1996	1195
100188917	4	0	0	1	0	4	1	1
100188947	12	0	1	10	7	0	1	0
100188949	16	8	18	8	23	5	11	10
100188953	155	0	69	119	125	1	3	0
100188954	8	0	0	5	1	1	2	0
100189589	262	64	276	268	160	37	51	30
10019	505	733	646	901	666	506	701	477
100190938	39	775	57	66	75	257	563	300
100190939	512	851	164	399	300	841	1223	1138
100190940	17	2	13	16	11	5	5	2
100190949	0	0	1	3	3	1	1	0
100190986	4	16	3	4	1	7	8	10
100191040	32	13	27	56	50	8	11	5
100191063	0	0	0	0	0	0	0	0
100192204	1	0	0	3	1	3	3	1
100192378	96	90	36	136	34	197	94	154
100192379	48	0	110	83	85	1	4	0
100192386	210	140	41	346	170	102	259	174
100192420	0	1	0	0	0	0	0	0
100192426	0	3	0	0	2	2	2	0
1002	424	1907	414	585	961	1824	2571	1396
10020	1114	2753	942	1780	930	2490	3534	2174
10021	104	1093	180	148	284	421	1409	441
100216001	0	2	0	0	0	1	11	0
100216479	119	181	177	172	215	188	445	144
100216545	70	402	60	151	98	387	320	344
10022	2	1	0	8	1	0	1	3
10023	140	226	113	116	153	185	406	157
100233156	0	0	0	0	0	0	0	0
100233209	12	6	3	16	8	7	8	6
10024	2	586	0	2	0	1597	464	1078
100240726	45	48	10	23	17	68	97	66
100240734	0	0	0	0	0	0	0	0
100240735	3	0	0	2	0	0	0	0
10025	1804	3264	1204	1656	3160	2938	2369	2252
10026	1331	917	1100	1674	646	861	1125	735
100268168	36	91	30	42	32	50	102	74
100270710	0	0	0	0	0	0	0	0
100270746	18	32	18	39	10	19	22	13
100270804	44	46	21	66	20	82	126	78
100271702	58	13	16	46	12	4	9	4
100271715	86	114	125	114	102	118	174	134
100271722	33	24	15	57	24	67	64	74
100271831	5	8	2	7	6	7	6	5
100271832	14	6	6	35	0	10	6	8
100271835	0	0	0	0	0	0	0	0
100271836	39	242	70	56	46	80	144	127
100271840	0	0	0	0	0	0	0	0
100271846	0	1	0	0	0	0	0	0
100271849	1	4	0	0	0	2	1	0
100271874	0	1	1	0	1	1	0	1
100271927	282	764	100	235	231	1136	683	272
100272146	168	266	113	174	100	193	282	222
100272147	186	81	56	142	51	188	107	96
100272148	0	0	0	0	0	0	0	0
100272216	2	13	0	2	0	18	6	8
100272217	104	52	69	84	31	42	71	34
100272228	133	244	85	275	114	298	244	300
100286793	27	33	42	85	140	16	66	28
100286844	133	172	137	164	137	113	247	159
100286906	6	1	19	130	45	0	0	0
100286914	0	1	0	0	1	1	0	0
100286925	78	170	167	90	125	423	333	211
100286932	0	21	0	0	0	25	6	38
100286938	0	0	0	0	0	0	0	0
100286939	52	55	42	44	83	87	100	44
100286948	0	0	0	0	0	0	0	0
100286979	58	67	68	30	58	75	91	65
100286988	98	165	261	133	419	81	124	90
100287010	3	10	0	4	1	3	5	7
100287015	73	159	58	96	101	175	275	153
100287029	3	1	0	0	0	0	0	2
100287036	2	2	3	6	2	5	1	5
100287042	18	44	12	42	25	107	89	56
100287045	0	0	2	2	3	0	0	0
100287049	0	1	0	0	0	1	0	0
100287063	48	60	70	54	103	83	57	74
100287066	0	0	0	0	0	0	0	0
100287082	10	7	13	9	13	2	4	2
100287110	0	0	0	0	0	0	0	0
100287114	0	0	0	0	6	0	0	0
100287119	5	0	3	2	5	0	0	2
100287144	0	0	0	0	0	0	0	0
100287146	0	0	0	0	0	0	0	0
100287153	30	112	23	28	34	49	76	40
100287160	8	3	9	7	11	2	2	3
100287163	0	0	0	0	0	0	0	0
100287164	16	26	15	15	1	29	32	18
100287166	5	19	6	15	6	10	22	19
100287171	260	331	173	224	272	1344	385	322
100287175	3	22	22	12	23	32	30	18
100287177	4	3	5	13	4	0	3	2
100287178	0	0	0	0	0	0	0	0
100287188	0	0	0	0	0	0	0	0
100287205	0	0	0	0	0	0	0	0
100287216	32	424	55	52	129	203	265	162
100287223	0	0	0	0	0	0	0	0
100287226	0	1	6	3	0	0	2	1
100287227	6	17	7	14	2	27	27	26
100287238	0	0	0	0	0	0	0	0
100287241	0	2	1	0	1	5	3	3
100287250	0	0	0	0	0	0	0	0
100287275	0	0	0	0	0	0	0	0
100287284	1	20	6	5	2	10	48	25
100287290	136	48	240	142	220	56	124	37
100287294	0	1	0	0	0	0	0	0
100287301	87	75	160	175	329	47	105	45
100287313	20	78	41	65	38	115	114	72
100287314	15	3	26	14	28	3	8	3
100287326	0	0	0	0	0	0	0	0
100287327	0	0	0	0	0	0	0	0
100287333	2	0	1	4	1	8	8	6
100287362	4	7	4	0	14	22	22	18
100287364	1	0	0	0	0	0	1	0
100287366	29	76	17	51	31	137	40	100
100287367	110	44	142	185	214	145	165	175
100287368	1	2	1	0	0	3	5	1
100287375	3	0	3	3	2	3	7	3
100287382	0	0	0	0	0	0	0	0
100287387	19	0	37	18	79	1	2	2
100287399	0	0	0	0	0	0	0	0
100287400	8	55	16	17	42	42	27	26
100287404	0	0	0	0	0	0	0	0
100287410	0	0	1	0	0	0	0	0
100287415	0	0	1	0	1	1	2	0
100287421	0	2	0	2	2	3	3	3
100287428	99	29	31	103	95	86	44	20
100287429	0	0	0	0	0	0	0	0
100287437	1	1	0	5	7	0	0	0
100287441	0	0	0	0	0	0	0	0
100287457	0	0	0	0	0	0	0	0
100287466	21	12	9	13	19	12	10	5
100287477	2	5	3	21	3	9	21	134
100287478	0	0	0	0	0	0	0	0
100287493	0	0	0	0	0	0	1	0
100287497	114	59	80	109	46	37	88	80
100287500	1	3	0	1	0	2	0	1
100287506	4	5	5	7	11	5	6	3
100287509	0	0	0	0	0	0	0	0
100287513	0	0	0	0	0	0	0	0
100287515	0	0	0	0	0	0	0	0
100287526	1	2	3	0	1	1	0	2
100287534	0	0	0	0	0	0	0	0
100287541	12	0	8	15	12	3	4	0
100287547	0	0	0	0	0	0	0	0
100287558	6	5	3	7	14	3	5	8
100287559	21	39	16	14	28	4	39	11
100287562	0	0	0	0	0	0	0	0
100287569	52	59	35	35	19	58	65	72
100287576	35	224	131	53	149	113	128	54
100287580	63	94	62	40	71	123	65	68
100287592	0	0	0	0	0	3	2	0
100287593	0	3	0	2	0	3	5	7
100287598	0	0	2	1	2	3	2	6
100287612	0	0	0	0	0	0	0	0
100287616	13	64	9	25	23	114	81	105
100287619	0	1	0	0	0	0	0	0
100287623	8	21	10	18	22	28	22	31
100287628	40	9	35	57	22	12	20	12
100287633	0	0	0	0	1	0	0	0
100287651	3	1	5	2	3	3	2	1
100287654	0	1	3	2	0	0	0	1
100287664	0	0	0	0	0	0	0	0
100287665	6	8	5	1	3	4	6	4
100287704	0	0	0	0	0	0	0	0
100287705	0	0	0	0	0	0	0	0
100287712	0	0	0	0	0	0	0	1
100287718	3	0	8	3	2	8	0	0
100287722	17	138	24	36	24	88	117	171
100287723	0	2	0	5	1	0	4	0
100287728	0	0	1	0	0	0	0	0
100287758	0	0	0	0	0	0	0	0
100287759	82	449	135	136	165	224	1098	551
100287765	64	294	149	133	130	221	278	217
100287789	34	129	130	94	333	49	66	68
100287792	0	0	0	0	0	1	1	1
100287798	0	0	0	0	0	0	0	0
100287803	927	1734	709	865	165	2109	1827	1033
100287814	2	0	2	0	0	0	0	0
100287819	0	0	0	0	0	0	0	0
100287825	0	0	4	0	1	1	7	4
100287826	0	0	0	0	0	0	0	0
100287834	0	0	0	0	0	0	0	0
100287837	5	24	9	12	20	8	5	7
100287841	47	293	88	89	21	228	320	289
100287846	76	130	145	138	350	91	132	96
100287852	0	2	0	0	0	0	0	2
100287859	0	0	0	0	0	0	0	0
100287879	1	2	2	1	1	2	7	5
100287891	0	0	0	0	0	0	0	0
100287896	348	225	270	346	172	329	522	343
100287898	8	5	8	11	27	5	15	10
100287902	1	8	0	3	2	2	9	2
100287927	0	0	0	1	0	0	0	0
100287932	836	686	579	686	405	714	780	434
100287934	24	27	23	28	12	18	22	30
100287944	5	4	5	4	8	1	6	2
100287967	6	18	5	11	3	47	33	17
100287969	0	0	0	0	0	0	0	0
100287981	56	49	67	54	120	25	43	31
100288018	0	0	0	0	0	0	0	0
100288037	5	0	3	1	9	1	4	0
100288039	2	2	2	2	1	2	7	3
100288069	12	75	28	31	35	66	55	80
100288072	13	6	5	15	17	4	11	8
100288077	1	0	0	0	0	0	0	0
100288079	0	3	0	1	0	6	4	4
100288092	546	13692	439	561	400	1768	14726	5057
100288102	10	41	22	54	29	57	32	73
100288119	0	0	0	0	0	0	0	0
100288122	0	8	2	9	2	2	5	3
100288123	45	74	51	77	65	128	116	78
100288130	0	0	0	0	0	0	0	0
100288142	106	388	94	155	97	518	367	544
100288144	2115	1837	2220	2580	3429	2177	2965	744
100288152	519	1336	346	1487	728	1348	1468	1202
100288160	3	0	4	5	2	2	0	2
100288162	83	295	120	85	217	362	266	192
100288181	97	8	182	141	184	16	30	13
100288198	63	78	67	67	46	82	125	58
100288207	0	0	0	1	0	0	0	0
100288208	0	0	0	1	0	2	0	0
100288254	0	5	0	0	0	5	3	1
100288255	0	0	0	0	0	0	0	0
100288271	8	4	7	23	9	11	7	17
100288273	0	0	0	0	0	0	0	0
100288287	0	0	0	0	0	0	0	0
100288301	0	1	1	5	1	0	1	0
100288310	24	88	40	24	38	149	113	138
100288312	0	0	1	0	1	1	0	0
100288323	0	0	0	0	0	0	0	0
100288332	371	411	143	292	148	330	159	288
100288336	1	1	0	4	1	1	1	1
100288346	105	333	192	140	328	450	393	440
100288366	0	1	0	1	0	0	0	1
100288367	48	826	86	91	125	420	740	535
100288368	0	1	0	0	0	0	0	1
100288380	0	0	1	1	2	7	9	10
100288413	17	53	28	31	27	22	29	21
100288415	4	0	2	1	3	0	0	0
100288428	21	12	11	31	11	7	15	11
100288432	128	179	81	248	105	280	313	225
100288449	2	1	0	11	1	1	1	2
100288450	0	0	0	0	0	0	0	0
100288465	0	0	0	0	0	0	0	0
100288470	0	0	0	0	0	0	0	0
100288485	0	0	0	0	0	0	0	0
100288486	0	0	0	0	0	0	0	0
100288500	0	0	0	0	0	0	0	0
100288520	0	0	0	0	1	1	0	0
100288527	0	0	0	0	0	0	0	0
100288549	0	5	0	3	0	1	7	12
100288553	24	242	22	28	39	80	98	96
100288560	0	0	0	1	0	0	0	1
100288562	0	0	0	0	0	0	0	0
100288568	0	0	0	0	0	0	0	0
100288570	5	1	3	12	7	2	3	1
100288594	36	54	46	43	63	91	79	52
100288601	1	1	0	0	0	2	4	2
100288619	12	35	17	15	16	13	27	7
100288637	6	127	8	12	6	233	145	265
100288641	4	55	6	9	10	65	59	51
100288646	0	0	0	0	0	0	0	0
100288676	16	4	2	4	1	4	5	5
100288692	0	2	0	1	0	2	1	0
100288695	2	4	1	2	1	12	1	2
100288711	0	0	0	0	0	0	0	0
100288728	0	1	1	0	0	0	1	0
100288730	53	124	45	90	23	123	209	156
100288748	0	0	0	0	0	0	0	0
100288764	2	12	0	2	0	4	10	4
100288778	504	884	326	396	235	239	986	1291
100288781	0	0	0	0	0	1	0	0
100288797	0	0	0	0	0	0	0	0
100288798	2	0	0	2	0	2	0	0
100288801	0	0	0	0	1	1	0	1
100288802	0	0	0	0	0	0	0	0
100288805	0	0	0	0	0	0	0	0
100288807	4	14	1	3	6	10	19	6
100288814	1	1	2	1	2	1	4	0
100288822	5	16	3	2	7	3	8	9
100288842	8	33	3	19	4	28	33	23
100288866	3	4	1	3	1	4	3	2
100288902	0	0	0	0	0	0	0	0
100288911	287	161	196	240	239	50	171	32
100288960	1	11	0	2	0	20	1	27
100288963	19	78	24	24	45	66	106	59
100288966	0	0	0	0	0	0	0	0
100288974	4	18	4	5	3	6	14	6
100288997	7	14	7	7	9	13	9	20
100289006	0	1	2	0	0	0	0	0
100289017	0	1	0	0	0	0	0	0
100289019	255	1277	150	387	360	1127	1051	1365
100289026	0	0	0	0	0	0	0	0
100289065	5	5	0	0	0	8	15	3
100289079	0	0	0	0	0	0	0	0
100289085	0	0	0	0	0	0	0	0
100289087	0	0	0	0	0	0	0	0
100289090	0	0	0	5	0	2	0	0
100289092	5	34	3	10	13	28	30	23
100289096	15	6	15	21	6	1	41	11
100289097	0	0	0	0	0	0	0	0
100289098	60	30	49	77	41	28	40	38
100289104	1	5	1	3	0	2	6	4
100289105	8	32	27	41	20	34	36	18
100289124	4	0	2	2	0	24	2	8
100289130	1	0	0	0	0	0	0	0
100289134	0	0	0	0	0	0	0	0
100289137	472	103	185	754	182	300	58	34
100289143	0	0	0	0	0	0	0	0
100289150	0	0	0	0	0	0	0	0
100289151	2	2	1	2	0	7	2	3
100289153	0	1	0	0	0	1	0	1
100289178	25	45	22	43	19	34	36	59
100289188	0	0	0	0	0	0	0	0
100289196	0	0	0	0	0	0	0	0
100289200	0	0	2	4	6	0	2	1
100289201	6	88	7	29	14	286	120	176
100289211	0	0	0	0	1	2	0	0
100289222	5	22	11	12	10	47	69	32
100289230	125	325	81	163	106	255	362	325
100289251	11	5	5	24	13	4	15	12
100289255	3	0	0	2	1	0	4	2
100289265	0	0	0	0	0	0	0	0
100289269	9	61	9	24	22	155	113	90
100289274	223	206	129	206	155	230	308	190
100289282	0	0	0	0	0	0	0	0
100289289	0	0	1	0	0	1	5	0
100289290	0	0	0	0	0	0	0	0
100289296	0	0	0	0	0	0	0	0
100289299	0	0	0	0	0	0	0	0
100289308	0	0	0	0	0	0	0	0
100289313	1	0	2	0	0	3	1	1
100289333	133	435	151	152	329	367	427	501
100289338	35	37	23	11	93	34	37	14
100289341	133	33	62	108	96	23	80	24
100289361	26	9	14	32	17	19	17	19
100289373	27	18	12	26	11	19	34	22
100289375	0	16	4	7	19	10	11	5
100289379	0	2	1	2	0	7	5	10
100289383	1	0	3	0	1	8	1	0
100289388	1	11	11	6	9	31	7	8
100289396	4	3	0	2	1	11	8	7
100289410	33	117	49	47	23	97	187	255
100289424	5	12	10	4	9	3	9	14
100289455	3	7	2	8	0	18	27	12
100289462	0	0	0	0	0	0	0	0
100289488	11	23	16	20	6	31	22	30
100289495	128	57	122	132	61	41	71	11
100289509	50	63	57	48	102	48	98	59
100289511	14	64	24	25	40	43	42	49
100289528	5	1	1	5	6	4	1	0
100289548	3	11	4	8	3	18	14	6
100289549	0	0	0	0	0	0	0	0
100289580	13	3	25	23	31	6	6	1
100289627	17	101	11	16	27	230	118	122
100289635	547	2247	696	797	473	2229	2875	2242
100289637	0	0	0	1	0	0	0	0
100289656	15	2	17	15	12	1	0	0
100289673	0	0	1	0	0	0	0	1
100290566	154	197	145	154	259	185	196	133
100291105	5	12	11	15	12	8	5	3
100292290	0	3	0	1	0	4	6	4
100292409	3	31	1	13	1	14	27	19
100292680	3	4	2	5	3	6	7	3
100293160	2	1	1	1	1	2	2	1
100293516	16	410	49	40	55	484	330	315
100293612	1	0	1	0	0	1	0	0
100293704	20	41	14	16	9	27	51	39
100293962	9	25	10	11	6	44	46	38
100294005	1	0	1	0	1	1	3	0
100294145	0	5	0	0	0	7	0	1
100294360	1	0	0	0	0	2	0	0
100294362	103	184	96	97	188	181	249	185
100294406	2	0	0	44	0	0	1	0
100294720	0	0	0	0	0	0	0	0
1003	398	543	383	775	293	883	668	627
100302090	0	1	0	0	0	0	0	0
100302111	37	63	43	56	22	56	113	41
100302112	0	1	0	0	0	1	0	0
100302113	0	0	0	0	1	0	0	0
100302114	0	0	0	1	0	0	0	0
100302115	0	0	0	1	0	0	0	0
100302116	0	0	0	0	0	0	0	0
100302117	0	0	0	0	0	0	0	0
100302118	1	3	3	2	1	1	2	3
100302119	0	0	0	0	0	0	0	0
100302121	0	4	4	0	1	4	3	0
100302122	0	1	0	1	0	1	0	0
100302123	0	0	0	0	0	0	0	0
100302124	0	1	1	0	0	0	0	3
100302125	0	0	1	1	1	1	3	3
100302126	0	0	0	0	0	0	0	0
100302127	0	1	0	0	4	5	3	1
100302128	2	3	1	1	2	30	17	5
100302129	2	3	0	1	2	1	2	8
100302130	0	0	0	0	0	0	0	0
100302131	0	0	0	0	0	0	0	0
100302132	0	0	0	0	0	0	0	0
100302133	0	0	0	0	0	0	0	0
100302134	0	0	0	0	0	0	0	0
100302135	1	0	0	0	0	1	0	2
100302136	0	0	0	0	0	1	0	0
100302137	35	136	18	50	31	83	112	121
100302138	2	3	1	0	0	0	1	10
100302139	0	0	0	0	0	2	0	0
100302140	0	0	0	0	0	0	0	0
100302141	0	2	1	0	2	0	0	1
100302142	0	0	0	0	0	0	0	0
100302144	0	0	0	0	0	0	0	0
100302145	1	2	1	3	7	2	2	1
100302146	0	0	0	0	0	0	0	0
100302147	0	0	0	0	0	0	0	0
100302148	0	0	0	0	0	0	0	0
100302149	60	8	36	60	45	11	10	6
100302150	0	2	0	0	0	1	4	1
100302153	0	0	0	0	0	0	0	0
100302155	0	1	3	0	0	3	1	1
100302156	0	0	0	0	0	0	0	0
100302157	0	0	0	0	0	0	0	0
100302158	0	0	0	0	0	0	0	0
100302159	0	0	0	0	0	0	0	0
100302160	0	0	0	0	0	0	0	0
100302161	0	0	0	0	0	0	0	0
100302162	0	0	0	0	0	0	0	0
100302163	0	0	0	0	0	0	0	0
100302164	0	0	0	1	0	0	2	0
100302165	0	0	0	0	0	0	0	0
100302166	0	0	0	0	0	0	0	0
100302167	0	3	0	0	0	1	4	0
100302168	1	4	0	0	1	1	0	2
100302169	0	0	0	0	0	0	0	0
100302170	0	0	0	0	0	0	0	0
100302171	0	0	0	0	0	0	0	0
100302172	0	0	0	0	0	0	0	0
100302174	0	0	1	0	0	0	0	1
100302175	0	0	0	0	0	0	0	0
100302176	0	0	0	2	1	2	2	1
100302177	0	0	0	0	0	0	0	0
100302178	0	0	0	0	0	0	0	0
100302179	0	0	0	0	0	0	0	0
100302181	0	0	0	0	0	0	0	0
100302182	0	0	0	0	0	0	0	0
100302183	0	0	0	0	0	0	0	0
100302184	0	0	0	0	0	0	0	0
100302185	0	0	0	0	1	0	0	0
100302186	1	0	0	0	0	0	0	0
100302187	0	0	0	0	0	0	0	0
100302188	1	1	0	1	0	2	2	1
100302190	0	0	0	0	0	0	0	0
100302191	0	0	0	0	0	0	0	0
100302192	0	0	0	0	0	0	0	0
100302193	0	0	0	0	0	0	0	0
100302195	0	0	0	0	0	0	0	0
100302196	0	0	0	0	0	0	0	0
100302197	0	0	0	0	0	0	0	0
100302198	0	0	0	0	0	0	0	0
100302200	0	0	0	0	1	0	0	0
100302201	0	0	0	0	0	0	0	0
100302202	0	0	0	0	0	0	0	0
100302203	1	6	0	1	0	9	3	4
100302204	2	1	0	1	0	0	1	2
100302205	0	0	0	0	0	0	0	0
100302208	0	0	0	0	0	0	1	1
100302209	0	0	1	0	0	0	0	0
100302210	0	0	0	0	0	0	0	0
100302211	0	0	0	0	0	0	0	0
100302212	0	0	0	0	1	0	0	0
100302213	0	0	0	0	0	0	0	0
100302214	0	0	0	0	0	0	0	0
100302217	0	0	0	0	0	0	0	0
100302218	0	0	0	0	0	0	0	0
100302219	0	0	0	0	0	0	0	0
100302220	0	0	0	0	0	0	0	0
100302222	0	0	0	0	0	0	0	0
100302223	2	5	2	6	5	9	10	6
100302224	0	0	0	0	0	0	0	0
100302225	0	1	0	0	0	0	1	0
100302226	0	0	0	0	0	0	0	0
100302227	0	0	0	0	0	0	0	0
100302228	0	0	0	0	0	0	0	0
100302229	7	11	13	23	15	4	7	5
100302232	0	0	0	0	0	0	0	0
100302233	0	0	0	0	0	0	0	0
100302234	0	0	0	0	0	0	1	0
100302235	0	0	1	1	1	0	0	0
100302236	0	0	0	0	0	0	0	0
100302237	1	12	1	11	11	16	6	17
100302238	0	0	0	0	0	0	0	0
100302239	0	0	0	0	0	0	0	0
100302240	14	44	24	31	6	52	43	61
100302242	0	0	0	0	0	0	0	0
100302246	2	0	0	0	0	0	2	1
100302250	1	0	0	0	0	0	0	0
100302251	0	0	0	0	0	0	0	0
100302254	13	32	9	26	10	15	60	60
100302255	0	0	0	0	0	0	0	0
100302256	2	3	2	6	8	0	2	0
100302257	0	3	0	3	0	1	0	0
100302258	0	0	1	1	0	0	0	0
100302259	0	0	0	0	0	0	0	0
100302260	0	0	0	0	0	0	1	0
100302261	0	0	0	0	0	0	0	0
100302263	6	5	1	11	1	6	1	5
100302265	0	0	0	0	0	0	0	0
100302266	0	0	0	0	0	0	0	0
100302267	0	0	0	0	0	0	0	0
100302268	0	0	0	0	0	0	1	0
100302270	0	0	1	0	0	0	0	0
100302273	6	54	8	11	5	51	72	57
100302274	0	0	3	0	0	1	0	0
100302275	0	2	0	0	0	2	2	3
100302276	0	0	0	1	0	0	0	0
100302277	0	2	1	1	0	1	0	0
100302278	0	0	0	0	0	1	1	0
100302279	0	0	0	0	0	0	0	1
100302280	0	0	0	0	0	0	0	0
100302281	0	0	3	1	1	0	0	0
100302282	0	0	0	0	0	0	0	0
100302283	0	0	0	0	0	0	0	0
100302284	0	1	0	0	0	0	1	0
100302285	45	164	18	93	8	314	343	189
100302286	0	0	1	0	0	1	0	0
100302287	0	0	0	0	0	0	0	0
100302288	0	1	0	0	0	0	2	2
100302289	0	0	0	0	1	0	1	0
100302290	0	0	0	0	0	0	0	0
100302401	40	43	20	35	20	45	85	68
100302526	0	0	0	0	0	0	0	0
100302640	71	10	71	64	65	1	35	10
100302650	18	16	27	64	51	49	21	12
100302652	3	3	1	0	1	0	0	0
100302691	12	0	11	17	10	3	4	1
100302692	61	211	72	91	54	130	196	123
100302736	0	1	1	0	0	0	3	0
100302738	0	0	0	1	0	0	0	0
100302739	0	0	0	0	0	0	0	0
